Dataset (indv datasets within larger group),Full name dataset (top of page),CxG Link,h5ad link,Reference_DOI,Bionetworks reference,Standard category present? (T/F),Standard category cell_type present? (T/F),Author Category Cell Type Field Name,Content,Value type(s),Notes,Study Short Name,CxG Dataset Collection X,Is the dataset Normal or Normal/Diseased,Stage
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://cellxgene.cziscience.com/e/9dbab10c-118d-496b-966a-67f1763a6b7d.cxg/,https://datasets.cellxgene.cziscience.com/ae18e694-6f45-4635-affa-63ac0e29323d.h5ad,doi:10.1016/j.cell.2021.01.053,,T,T,TCR single cell sequencing,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://cellxgene.cziscience.com/e/9dbab10c-118d-496b-966a-67f1763a6b7d.cxg/,https://datasets.cellxgene.cziscience.com/ae18e694-6f45-4635-affa-63ac0e29323d.h5ad,doi:10.1016/j.cell.2021.01.053,,T,T,Unpublished,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://cellxgene.cziscience.com/e/9dbab10c-118d-496b-966a-67f1763a6b7d.cxg/,https://datasets.cellxgene.cziscience.com/ae18e694-6f45-4635-affa-63ac0e29323d.h5ad,doi:10.1016/j.cell.2021.01.053,,T,T,sampleID,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
PBMCs,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://cellxgene.cziscience.com/e/fa8605cf-f27e-44af-ac2a-476bee4410d3.cxg/,https://datasets.cellxgene.cziscience.com/6c779b98-f437-4cbf-9b81-a3e6be637419.h5ad,doi:10.1101/2020.11.20.20227355,,T,T,Annotation,Cell types,"Normal, abbreviations",," Chan Zuckerberg Initiative Single-Cell COVID-19 Consortia et al. (2020) medRxiv",https://cellxgene.cziscience.com/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Diseased,Adult
PBMCs,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://cellxgene.cziscience.com/e/fa8605cf-f27e-44af-ac2a-476bee4410d3.cxg/,https://datasets.cellxgene.cziscience.com/6c779b98-f437-4cbf-9b81-a3e6be637419.h5ad,doi:10.1101/2020.11.20.20227355,,T,T,age,Other,Normal ,," Chan Zuckerberg Initiative Single-Cell COVID-19 Consortia et al. (2020) medRxiv",https://cellxgene.cziscience.com/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Diseased,Adult
PBMCs,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://cellxgene.cziscience.com/e/fa8605cf-f27e-44af-ac2a-476bee4410d3.cxg/,https://datasets.cellxgene.cziscience.com/6c779b98-f437-4cbf-9b81-a3e6be637419.h5ad,doi:10.1101/2020.11.20.20227355,,T,T,cardiacevent_72,Other,Normal ,," Chan Zuckerberg Initiative Single-Cell COVID-19 Consortia et al. (2020) medRxiv",https://cellxgene.cziscience.com/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Diseased,Adult
PBMCs,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://cellxgene.cziscience.com/e/fa8605cf-f27e-44af-ac2a-476bee4410d3.cxg/,https://datasets.cellxgene.cziscience.com/6c779b98-f437-4cbf-9b81-a3e6be637419.h5ad,doi:10.1101/2020.11.20.20227355,,T,T,cluster,Other,Normal ,," Chan Zuckerberg Initiative Single-Cell COVID-19 Consortia et al. (2020) medRxiv",https://cellxgene.cziscience.com/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Diseased,Adult
PBMCs,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://cellxgene.cziscience.com/e/fa8605cf-f27e-44af-ac2a-476bee4410d3.cxg/,https://datasets.cellxgene.cziscience.com/6c779b98-f437-4cbf-9b81-a3e6be637419.h5ad,doi:10.1101/2020.11.20.20227355,,T,T,fever_symptoms,Other,Normal ,," Chan Zuckerberg Initiative Single-Cell COVID-19 Consortia et al. (2020) medRxiv",https://cellxgene.cziscience.com/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Diseased,Adult
PBMCs,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://cellxgene.cziscience.com/e/fa8605cf-f27e-44af-ac2a-476bee4410d3.cxg/,https://datasets.cellxgene.cziscience.com/6c779b98-f437-4cbf-9b81-a3e6be637419.h5ad,doi:10.1101/2020.11.20.20227355,,T,T,gastrointestinal_symptoms,Other,Normal ,," Chan Zuckerberg Initiative Single-Cell COVID-19 Consortia et al. (2020) medRxiv",https://cellxgene.cziscience.com/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Diseased,Adult
PBMCs,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://cellxgene.cziscience.com/e/fa8605cf-f27e-44af-ac2a-476bee4410d3.cxg/,https://datasets.cellxgene.cziscience.com/6c779b98-f437-4cbf-9b81-a3e6be637419.h5ad,doi:10.1101/2020.11.20.20227355,,T,T,preexisting_diabetes,Other,Normal ,," Chan Zuckerberg Initiative Single-Cell COVID-19 Consortia et al. (2020) medRxiv",https://cellxgene.cziscience.com/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Diseased,Adult
PBMCs,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://cellxgene.cziscience.com/e/fa8605cf-f27e-44af-ac2a-476bee4410d3.cxg/,https://datasets.cellxgene.cziscience.com/6c779b98-f437-4cbf-9b81-a3e6be637419.h5ad,doi:10.1101/2020.11.20.20227355,,T,T,preexisting_heartdisease,Other,Normal ,," Chan Zuckerberg Initiative Single-Cell COVID-19 Consortia et al. (2020) medRxiv",https://cellxgene.cziscience.com/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Diseased,Adult
PBMCs,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://cellxgene.cziscience.com/e/fa8605cf-f27e-44af-ac2a-476bee4410d3.cxg/,https://datasets.cellxgene.cziscience.com/6c779b98-f437-4cbf-9b81-a3e6be637419.h5ad,doi:10.1101/2020.11.20.20227355,,T,T,preexisting_hypertension,Other,Normal ,," Chan Zuckerberg Initiative Single-Cell COVID-19 Consortia et al. (2020) medRxiv",https://cellxgene.cziscience.com/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Diseased,Adult
PBMCs,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://cellxgene.cziscience.com/e/fa8605cf-f27e-44af-ac2a-476bee4410d3.cxg/,https://datasets.cellxgene.cziscience.com/6c779b98-f437-4cbf-9b81-a3e6be637419.h5ad,doi:10.1101/2020.11.20.20227355,,T,T,preexisting_immunocompromised,Other,Normal ,," Chan Zuckerberg Initiative Single-Cell COVID-19 Consortia et al. (2020) medRxiv",https://cellxgene.cziscience.com/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Diseased,Adult
PBMCs,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://cellxgene.cziscience.com/e/fa8605cf-f27e-44af-ac2a-476bee4410d3.cxg/,https://datasets.cellxgene.cziscience.com/6c779b98-f437-4cbf-9b81-a3e6be637419.h5ad,doi:10.1101/2020.11.20.20227355,,T,T,preexisting_kidneydisease,Other,Normal ,," Chan Zuckerberg Initiative Single-Cell COVID-19 Consortia et al. (2020) medRxiv",https://cellxgene.cziscience.com/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Diseased,Adult
PBMCs,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://cellxgene.cziscience.com/e/fa8605cf-f27e-44af-ac2a-476bee4410d3.cxg/,https://datasets.cellxgene.cziscience.com/6c779b98-f437-4cbf-9b81-a3e6be637419.h5ad,doi:10.1101/2020.11.20.20227355,,T,T,preexisting_lungdisease,Other,Normal ,," Chan Zuckerberg Initiative Single-Cell COVID-19 Consortia et al. (2020) medRxiv",https://cellxgene.cziscience.com/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Diseased,Adult
PBMCs,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://cellxgene.cziscience.com/e/fa8605cf-f27e-44af-ac2a-476bee4410d3.cxg/,https://datasets.cellxgene.cziscience.com/6c779b98-f437-4cbf-9b81-a3e6be637419.h5ad,doi:10.1101/2020.11.20.20227355,,T,T,rank,Other,Normal ,," Chan Zuckerberg Initiative Single-Cell COVID-19 Consortia et al. (2020) medRxiv",https://cellxgene.cziscience.com/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Diseased,Adult
PBMCs,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://cellxgene.cziscience.com/e/fa8605cf-f27e-44af-ac2a-476bee4410d3.cxg/,https://datasets.cellxgene.cziscience.com/6c779b98-f437-4cbf-9b81-a3e6be637419.h5ad,doi:10.1101/2020.11.20.20227355,,T,T,respiratory_symptoms,Other,Normal ,," Chan Zuckerberg Initiative Single-Cell COVID-19 Consortia et al. (2020) medRxiv",https://cellxgene.cziscience.com/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Diseased,Adult
PBMCs,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://cellxgene.cziscience.com/e/fa8605cf-f27e-44af-ac2a-476bee4410d3.cxg/,https://datasets.cellxgene.cziscience.com/6c779b98-f437-4cbf-9b81-a3e6be637419.h5ad,doi:10.1101/2020.11.20.20227355,,T,T,time_point,Other,Normal ,," Chan Zuckerberg Initiative Single-Cell COVID-19 Consortia et al. (2020) medRxiv",https://cellxgene.cziscience.com/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Diseased,Adult
PBMCs,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://cellxgene.cziscience.com/e/fa8605cf-f27e-44af-ac2a-476bee4410d3.cxg/,https://datasets.cellxgene.cziscience.com/6c779b98-f437-4cbf-9b81-a3e6be637419.h5ad,doi:10.1101/2020.11.20.20227355,,T,T,who_d0,Other,Normal ,," Chan Zuckerberg Initiative Single-Cell COVID-19 Consortia et al. (2020) medRxiv",https://cellxgene.cziscience.com/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Diseased,Adult
PBMCs,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://cellxgene.cziscience.com/e/fa8605cf-f27e-44af-ac2a-476bee4410d3.cxg/,https://datasets.cellxgene.cziscience.com/6c779b98-f437-4cbf-9b81-a3e6be637419.h5ad,doi:10.1101/2020.11.20.20227355,,T,T,who_d28,Other,Normal ,," Chan Zuckerberg Initiative Single-Cell COVID-19 Consortia et al. (2020) medRxiv",https://cellxgene.cziscience.com/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Diseased,Adult
PBMCs,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://cellxgene.cziscience.com/e/fa8605cf-f27e-44af-ac2a-476bee4410d3.cxg/,https://datasets.cellxgene.cziscience.com/6c779b98-f437-4cbf-9b81-a3e6be637419.h5ad,doi:10.1101/2020.11.20.20227355,,T,T,who_d3,Other,Normal ,," Chan Zuckerberg Initiative Single-Cell COVID-19 Consortia et al. (2020) medRxiv",https://cellxgene.cziscience.com/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Diseased,Adult
PBMCs,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://cellxgene.cziscience.com/e/fa8605cf-f27e-44af-ac2a-476bee4410d3.cxg/,https://datasets.cellxgene.cziscience.com/6c779b98-f437-4cbf-9b81-a3e6be637419.h5ad,doi:10.1101/2020.11.20.20227355,,T,T,who_d7,Other,Normal ,," Chan Zuckerberg Initiative Single-Cell COVID-19 Consortia et al. (2020) medRxiv",https://cellxgene.cziscience.com/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Diseased,Adult
PBMCs,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://cellxgene.cziscience.com/e/fa8605cf-f27e-44af-ac2a-476bee4410d3.cxg/,https://datasets.cellxgene.cziscience.com/6c779b98-f437-4cbf-9b81-a3e6be637419.h5ad,doi:10.1101/2020.11.20.20227355,,T,T,who_max,Other,Normal ,," Chan Zuckerberg Initiative Single-Cell COVID-19 Consortia et al. (2020) medRxiv",https://cellxgene.cziscience.com/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Diseased,Adult
Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/456e8b9b-f872-488b-871d-94534090a865.cxg/,https://datasets.cellxgene.cziscience.com/9fd987e8-bf5f-42a1-ba2e-20d0b7b36228.h5ad,,,T,T,cell.type.fine,Cell types,"Normal, abbreviations",,Wilk et al. (2020) Nat Med,https://cellxgene.cziscience.com/collections/a72afd53-ab92-4511-88da-252fb0e26b9a,Diseased,Adult
Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/456e8b9b-f872-488b-871d-94534090a865.cxg/,https://datasets.cellxgene.cziscience.com/9fd987e8-bf5f-42a1-ba2e-20d0b7b36228.h5ad,,,T,T,cell.type.coarse,Cell types,"Normal, abbreviations",,Wilk et al. (2020) Nat Med,https://cellxgene.cziscience.com/collections/a72afd53-ab92-4511-88da-252fb0e26b9a,Diseased,Adult
Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/456e8b9b-f872-488b-871d-94534090a865.cxg/,https://datasets.cellxgene.cziscience.com/9fd987e8-bf5f-42a1-ba2e-20d0b7b36228.h5ad,,,T,T,singler,Cell types,"Normal, abbreviations",,Wilk et al. (2020) Nat Med,https://cellxgene.cziscience.com/collections/a72afd53-ab92-4511-88da-252fb0e26b9a,Diseased,Adult
Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/456e8b9b-f872-488b-871d-94534090a865.cxg/,https://datasets.cellxgene.cziscience.com/9fd987e8-bf5f-42a1-ba2e-20d0b7b36228.h5ad,,,T,T,Admission,Other,"Normal, abbreviations",,Wilk et al. (2020) Nat Med,https://cellxgene.cziscience.com/collections/a72afd53-ab92-4511-88da-252fb0e26b9a,Diseased,Adult
Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/456e8b9b-f872-488b-871d-94534090a865.cxg/,https://datasets.cellxgene.cziscience.com/9fd987e8-bf5f-42a1-ba2e-20d0b7b36228.h5ad,,,T,T,Ventilated ,Other,"Normal, abbreviations",,Wilk et al. (2020) Nat Med,https://cellxgene.cziscience.com/collections/a72afd53-ab92-4511-88da-252fb0e26b9a,Diseased,Adult
Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/456e8b9b-f872-488b-871d-94534090a865.cxg/,https://datasets.cellxgene.cziscience.com/9fd987e8-bf5f-42a1-ba2e-20d0b7b36228.h5ad,,,T,T,seurat_clusters,Other,Normal,,Wilk et al. (2020) Nat Med,https://cellxgene.cziscience.com/collections/a72afd53-ab92-4511-88da-252fb0e26b9a,Diseased,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/5f4efede-b295-4be4-aded-eb8b9a946382.h5ad,,,T,T,Celltype,Cell types,"Normal, abbreviations",,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Diseased,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/5f4efede-b295-4be4-aded-eb8b9a946382.h5ad,,,T,T,Chest X-ray ,Other,Normal,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Diseased,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/5f4efede-b295-4be4-aded-eb8b9a946382.h5ad,,,T,T,Comorbidity,Other,Normal,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Diseased,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/5f4efede-b295-4be4-aded-eb8b9a946382.h5ad,,,T,T,Consciousness,Other,Normal ,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Diseased,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/5f4efede-b295-4be4-aded-eb8b9a946382.h5ad,,,T,T,Disease groupe ,Other,Normal,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Diseased,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/5f4efede-b295-4be4-aded-eb8b9a946382.h5ad,,,T,T,Heart rate (BPM),Other,Normal,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Diseased,Adult
Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://cellxgene.cziscience.com/e/de2c780c-1747-40bd-9ccf-9588ec186cee.cxg/,https://datasets.cellxgene.cziscience.com/5f4efede-b295-4be4-aded-eb8b9a946382.h5ad,,,T,T,Hospital day,Other,Normal ,,Lee et al. (2020) Sci. Immunol.,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Diseased,Adult
